Country,Customer_Name,Delivery_Year ,Engine,Model_Series,Order_Month,Order_Year,Region,Delivery_Total,Order_Total,Unfilled_Orders
China,Donghai Airlines,2016,CF,737-800,Dec,2013,East Asia,3,3,
China,Donghai Airlines,2017,CF,737-800,Dec,2013,East Asia,4,4,
China,Donghai Airlines,2018,CF,737-800,Dec,2013,East Asia,2,2,
China,Dragon Aviation Leasing,2014,CF,737-800,Dec,2013,East Asia,4,4,
China,Dragon Aviation Leasing,2015,CF,737-800,Dec,2013,East Asia,4,4,
China,Dragon Aviation Leasing,2016,CF,737-800,Dec,2013,East Asia,2,2,
China,Everbright Financial Leasing,2018,CF,737-800,Feb,2017,East Asia,7,7,
China,Everbright Financial Leasing,2016,CF,737-800,Jul,2016,East Asia,1,1,
China,Everbright Financial Leasing,2017,CF,737-800,Jul,2016,East Asia,1,1,
China,Everbright Financial Leasing,2018,CF,737-800,Jul,2016,East Asia,3,3,
China,Hainan Airlines Holding,2008,CF,737-800,Jan,2006,East Asia,3,3,
China,Hainan Airlines Holding,2009,CF,737-800,Jan,2006,East Asia,1,1,
China,Hainan Airlines Holding,2014,GE,787-8,Jan,2007,East Asia,1,1,
China,Hainan Airlines Holding,2015,GE,787-8,Jan,2007,East Asia,1,1,
China,Hainan Airlines Holding,2016,GE,787-9,Mar,2015,East Asia,6,6,
China,Hainan Airlines Holding,2017,GE,787-9,Mar,2015,East Asia,7,7,
China,Hainan Airlines Holding,2018,GE,787-9,Mar,2015,East Asia,8,8,
China,Hainan Airlines Holding,2019,GE,787-9,Mar,2015,East Asia,3,3,
China,Hainan Airlines Holding,2011,CF,737-800,Apr,2007,East Asia,5,5,
China,Hainan Airlines Holding,2012,CF,737-800,Apr,2007,East Asia,9,9,
China,Hainan Airlines Holding,2014,CF,737-800,Apr,2007,East Asia,1,1,
China,Hainan Airlines Holding,2000,CF,737-800,Jun,1998,East Asia,2,2,
China,Hainan Airlines Holding,2017,CF,737 MAX,Jul,2014,East Asia,2,2,
China,Hainan Airlines Holding,2018,CF,737 MAX,Jul,2014,East Asia,5,5,
China,Hainan Airlines Holding,2002,PW,767-300ER,Aug,2001,East Asia,2,2,
China,Hainan Airlines Holding,2003,PW,767-300ER,Aug,2001,East Asia,1,1,
China,Hainan Airlines Holding,2009,CF,737-800,Sep,2006,East Asia,6,6,
China,Hainan Airlines Holding,2010,CF,737-800,Sep,2006,East Asia,9,9,
China,Hainan Airlines Holding,2014,CF,737-800,Sep,2010,East Asia,2,2,
China,Hainan Airlines Holding,2015,CF,737-800,Sep,2010,East Asia,9,9,
China,Hainan Airlines Holding,2016,CF,737-800,Sep,2010,East Asia,4,4,
China,Hainan Airlines Holding,1998,CF,737-400,Oct,1997,East Asia,1,1,
China,Hainan Airlines Holding,1999,CF,737-400,Oct,1997,East Asia,1,1,
China,Hainan Airlines Holding,1999,CF,737-800,Oct,1997,East Asia,1,1,
China,Hainan Airlines Holding,2001,CF,737-800,Oct,2000,East Asia,3,3,
China,Hainan Airlines Holding,2005,CF,737-800,Oct,2001,East Asia,3,3,
China,Hainan Airlines Holding,2002,CF,737-800,Nov,2000,East Asia,2,2,
China,Hainan Airlines Holding,2005,CF,737-800,Nov,2003,East Asia,2,2,
China,Hainan Airlines Holding,2006,CF,737-800,Nov,2003,East Asia,2,2,
China,Hainan Airlines Holding,2009,CF,737-800,Nov,2003,East Asia,4,4,
China,Hainan Airlines Holding,2011,CF,737-800,Nov,2007,East Asia,2,2,
China,Hainan Airlines Holding,2013,CF,737-700,Nov,2007,East Asia,4,4,
China,Hainan Airlines Holding,2013,CF,737-800,Nov,2007,East Asia,8,8,
China,Hainan Airlines Holding,2013,GE,787-8,Nov,2005,East Asia,6,6,
China,Hainan Airlines Holding,2014,CF,737-700,Nov,2007,East Asia,3,3,
China,Hainan Airlines Holding,2014,CF,737-800,Nov,2007,East Asia,9,9,
China,Hainan Airlines Holding,2014,GE,787-8,Nov,2005,East Asia,1,1,
China,Hainan Airlines Holding,2015,CF,737-800,Nov,2007,East Asia,2,2,
China,Hainan Airlines Holding,2015,GE,787-8,Nov,2005,East Asia,1,1,
China,Hainan Airlines Holding,2016,CF,737-700,Nov,2007,East Asia,2,2,
China,Hainan Airlines Holding,2007,CF,737-800,Dec,2005,East Asia,2,2,
China,Hainan Airlines Holding,2008,CF,737-800,Dec,2005,East Asia,4,4,
China,"Hebei Airlines Company, LTD",2015,CF,737-800,Dec,2013,East Asia,1,1,
China,"Hebei Airlines Company, LTD",2016,CF,737-800,Dec,2013,East Asia,3,3,
China,"Hebei Airlines Company, LTD",2017,CF,737-800,Dec,2013,East Asia,5,5,
China,"Hebei Airlines Company, LTD",2018,CF,737-800,Dec,2013,East Asia,6,6,
China,Hong Kong Int'l Aviation,,GE,777F,Jun,2011,East Asia,0,6,6
China,ICBC Leasing,2016,CF,737-800,May,2013,East Asia,8,8,
China,ICBC Leasing,2017,CF,737-800,May,2013,East Asia,6,6,
China,ICBC Leasing,2018,CF,737 MAX,May,2013,East Asia,5,5,
China,ICBC Leasing,2018,CF,737-800,May,2013,East Asia,12,12,
China,ICBC Leasing,2021,CF,737 MAX,May,2013,East Asia,5,5,
China,ICBC Leasing,2021,CF,737 MAX,Aug,2020,East Asia,3,3,
China,Jade Cargo International,2006,GE,747-400ERF,Aug,2005,East Asia,2,2,
China,Jade Cargo International,2007,GE,747-400ERF,Aug,2005,East Asia,3,3,
China,Jade Cargo International,2008,GE,747-400ERF,Aug,2005,East Asia,1,1,
China,"Juneyao Air Co., LTD.",2018,GE,787-9,Feb,2017,East Asia,3,3,
China,"Juneyao Air Co., LTD.",2019,GE,787-9,Feb,2017,East Asia,2,2,
China,"Juneyao Air Co., LTD.",2019,GE,787-9,Nov,2017,East Asia,1,1,
China,Kunming Airlines,2014,CF,737-800,Jun,2010,East Asia,2,2,
China,Kunming Airlines,2017,CF,737-700,Nov,2014,East Asia,2,2,
China,Kunming Airlines,2018,CF,737-700,Nov,2014,East Asia,2,2,
China,Okay Airways Company Limited,,CF,737 MAX,May,2014,East Asia,0,6,6
China,Okay Airways Company Limited,2016,CF,737-800,May,2014,East Asia,1,1,
China,Okay Airways Company Limited,2017,CF,737-800,May,2014,East Asia,1,1,
China,Okay Airways Company Limited,2018,CF,737-800,May,2014,East Asia,1,1,
China,Okay Airways Company Limited,,CF,737 MAX,Jun,2016,East Asia,0,3,3
China,Okay Airways Company Limited,,CF,737-900ER,Jun,2010,East Asia,0,3,
China,Okay Airways Company Limited,2015,CF,737-900ER,Jun,2010,East Asia,3,3,
China,Okay Airways Company Limited,2017,CF,737-900ER,Jun,2010,East Asia,2,2,
China,Okay Airways Company Limited,,NS,787-9,Sep,2017,East Asia,0,5,5
China,Okay Airways Company Limited,2018,CF,737-800,Dec,2013,East Asia,1,1,
China,Okay Airways Company Limited,2018,CF,737-900ER,Dec,2015,East Asia,1,1,
China,Ruili Airlines,2018,CF,737-800,May,2014,East Asia,1,1,
China,Ruili Airlines,,NS,787-9,Jul,2016,East Asia,0,6,6
China,Ruili Airlines,,CF,737 MAX,Aug,2015,East Asia,0,30,30
China,Ruili Airlines,,CF,737 MAX,Dec,2013,East Asia,0,6,6
China,Ruili Airlines,2014,CF,737-700,Dec,2013,East Asia,1,1,
China,Ruili Airlines,2015,CF,737-700,Dec,2013,East Asia,1,1,
China,Ruili Airlines,2016,CF,737-700,Dec,2013,East Asia,1,1,
China,Ruili Airlines,2017,CF,737-800,Dec,2013,East Asia,3,3,
China,Ruili Airlines,2018,CF,737-800,Dec,2013,East Asia,1,1,
China,Shandong Airlines,2007,CF,737-800,Jan,2006,East Asia,2,2,
China,Shandong Airlines,2008,CF,737-800,Jan,2006,East Asia,3,3,
China,Shandong Airlines,2009,CF,737-800,Jan,2006,East Asia,1,1,
China,Shandong Airlines,2016,CF,737-800,Apr,2014,East Asia,7,7,
China,Shandong Airlines,2017,CF,737-800,Apr,2014,East Asia,7,7,
China,Shandong Airlines,2018,CF,737 MAX,Apr,2014,East Asia,5,5,
China,Shandong Airlines,2018,CF,737-800,Apr,2014,East Asia,2,2,
China,Shandong Airlines,2019,CF,737 MAX,Apr,2014,East Asia,2,2,
China,Shandong Airlines,1996,CF,737-300,May,1995,East Asia,3,3,
China,Shandong Airlines,2009,CF,737-800,Jun,2006,East Asia,5,5,
China,Shandong Airlines,2010,CF,737-800,Jun,2006,East Asia,1,1,
China,Shandong Airlines,2011,CF,737-800,Aug,2007,East Asia,2,2,
China,Shandong Airlines,2012,CF,737-800,Aug,2007,East Asia,8,8,
China,Shandong Airlines,2013,CF,737-800,Aug,2007,East Asia,6,6,
China,Shandong Airlines,1998,CF,737-300,Oct,1997,East Asia,2,2,
China,Shandong Airlines,2005,CF,737-700,Nov,2003,East Asia,3,3,
China,Shandong Airlines,2005,CF,737-800,Nov,2003,East Asia,4,4,
China,Shandong Airlines,2014,CF,737-800,Dec,2012,East Asia,5,5,
China,Shandong Airlines,2015,CF,737-800,Dec,2012,East Asia,10,10,
China,Shandong Airlines,2015,CF,737-800,Dec,2013,East Asia,1,1,
China,Shanghai Airlines,2013,CF,737-800,Apr,2007,East Asia,2,2,
China,Shanghai Airlines,,PW,767-300,May,1993,East Asia,0,1,
China,Shanghai Airlines,1994,PW,767-300,May,1993,East Asia,1,1,
China,Shanghai Airlines,1998,PW,767-300,May,1993,East Asia,1,1,
China,Shanghai Airlines,1999,PW,767-300,May,1993,East Asia,1,1,
China,Shanghai Airlines,2001,PW,767-300,May,1993,East Asia,1,1,
China,Shanghai Airlines,2006,PW,767-300ER,Jul,2005,East Asia,2,2,
China,Shanghai Airlines,,GE,787-8,Aug,2005,East Asia,0,9,
China,Shanghai Airlines,2009,CF,737-700,Aug,2006,East Asia,2,2,
China,Shanghai Airlines,2009,CF,737-800,Aug,2006,East Asia,4,4,
China,Shanghai Airlines,2010,CF,737-700,Aug,2006,East Asia,1,1,
China,Shanghai Airlines,2010,CF,737-800,Aug,2006,East Asia,1,1,
China,Shanghai Airlines,2004,PW,757-200,Sep,2003,East Asia,3,3,
China,Shanghai Airlines,2005,PW,757-200,Sep,2003,East Asia,2,2,
China,Shanghai Airlines,2000,CF,737-700,Oct,1997,East Asia,2,2,
China,Shanghai Airlines,2002,CF,737-800,Oct,2001,East Asia,1,1,
China,Shanghai Airlines,2003,CF,737-700,Oct,2001,East Asia,2,2,
China,Shanghai Airlines,1989,PW,757-200,Dec,1988,East Asia,2,2,
China,Shanghai Airlines,1990,PW,757-200,Dec,1988,East Asia,1,1,
China,Shanghai Airlines,1993,PW,757-200,Dec,1991,East Asia,2,2,
China,Shanghai Airlines,1994,PW,757-200,Dec,1991,East Asia,1,1,
China,Shanghai Airlines,1995,PW,757-200,Dec,1991,East Asia,1,1,
China,Shanghai Airlines,1997,PW,757-200,Dec,1991,East Asia,1,1,
China,Shanghai Airlines,2007,CF,737-800,Dec,2005,East Asia,2,2,
China,Shanghai Airlines,2008,CF,737-800,Dec,2005,East Asia,3,3,
China,Shanghai Airlines,2011,CF,737-800,Dec,2006,East Asia,1,1,
China,Shanghai Airlines,2013,CF,737-700,Dec,2007,East Asia,2,2,
China,Shanghai Airlines,2013,CF,737-800,Dec,2006,East Asia,2,2,
China,Shanghai Airlines,2013,CF,737-800,Dec,2007,East Asia,3,3,
China,Shanghai Airlines,2014,CF,737-700,Dec,2007,East Asia,2,2,
China,Shanghai Airlines,2014,CF,737-800,Dec,2007,East Asia,3,3,
China,Shanghai Airlines,2015,CF,737-700,Dec,2007,East Asia,2,2,
China,Shanghai Airlines,2015,CF,737-800,Dec,2007,East Asia,3,3,
China,Shenzhen Airlines,2009,CF,737-800,Apr,2006,East Asia,5,5,
China,Shenzhen Airlines,2016,CF,737-800,Jun,2015,East Asia,2,2,
China,Shenzhen Airlines,2017,CF,737-800,Jun,2015,East Asia,5,5,
China,Shenzhen Airlines,2018,CF,737-800,Jun,2015,East Asia,2,2,
China,Shenzhen Airlines,2015,CF,737-800,Aug,2009,East Asia,7,7,
China,Shenzhen Airlines,2001,CF,737-700,Sep,2000,East Asia,1,1,
China,Shenzhen Airlines,2011,CF,737-800,Sep,2007,East Asia,10,10,
China,Shenzhen Airlines,2012,CF,737-800,Sep,2007,East Asia,6,6,
China,Shenzhen Airlines,2013,CF,737-800,Sep,2007,East Asia,10,10,
China,Shenzhen Airlines,2014,CF,737-800,Sep,2006,East Asia,8,8,
China,Shenzhen Airlines,2014,CF,737-800,Sep,2007,East Asia,6,6,
China,Shenzhen Airlines,2015,CF,737-800,Sep,2006,East Asia,2,2,
China,Shenzhen Airlines,2015,CF,737-800,Sep,2007,East Asia,1,1,
China,Shenzhen Airlines,1998,CF,737-700,Oct,1997,East Asia,2,2,
China,Shenzhen Airlines,2000,CF,737-700,Oct,1997,East Asia,3,3,
China,Shenzhen Airlines,2005,CF,737-900,Nov,2003,East Asia,5,5,
China,Shenzhen Airlines,2008,CF,737-800,Dec,2005,East Asia,5,5,
China,Shenzhen Airlines,2018,CF,737 MAX,Dec,2014,East Asia,5,5,
China,Silk Road Leasing,2016,CF,737-800,Aug,2016,East Asia,1,1,
China,Sky Peace Limited,,NS,787-8,May,2007,East Asia,0,1,
China,Xiamen Airlines,2001,RR,757-200,Jan,2001,East Asia,1,1,
China,Xiamen Airlines,2002,RR,757-200,Jan,2001,East Asia,1,1,
China,Xiamen Airlines,2017,CF,737-800,Mar,2016,East Asia,4,4,
China,Xiamen Airlines,2018,CF,737-800,Mar,2016,East Asia,6,6,
China,Xiamen Airlines,2014,CF,737-800,May,2008,East Asia,11,11,
China,Xiamen Airlines,2015,CF,737-800,May,2008,East Asia,9,9,
China,Xiamen Airlines,2000,CF,737-700,Jun,1998,East Asia,2,2,
China,Xiamen Airlines,2009,CF,737-800,Jun,2006,East Asia,5,4,
China,Xiamen Airlines,2010,CF,737-800,Jun,2006,East Asia,5,1,
China,Xiamen Airlines,2011,CF,737-800,Jun,2006,East Asia,1,0,
China,Xiamen Airlines,2016,GE,787-9,Jun,2015,East Asia,1,1,
China,Xiamen Airlines,2017,GE,787-9,Jun,2015,East Asia,2,2,
China,Xiamen Airlines,2018,GE,787-9,Jun,2015,East Asia,1,1,
China,Xiamen Airlines,2011,CF,737-700,Jul,2007,East Asia,4,4,
China,Xiamen Airlines,2012,CF,737-800,Jul,2007,East Asia,12,12,
China,Xiamen Airlines,2013,CF,737-800,Jul,2007,East Asia,9,9,
China,Xiamen Airlines,1995,RR,757-200,Aug,1991,East Asia,1,1,
China,Xiamen Airlines,1996,RR,757-200,Aug,1991,East Asia,1,1,
China,Xiamen Airlines,2014,GE,787-8,Aug,2013,East Asia,2,2,
China,Xiamen Airlines,2015,GE,787-8,Aug,2013,East Asia,4,4,
China,Xiamen Airlines,2015,CF,737-800,Sep,2010,East Asia,7,7,
China,Xiamen Airlines,2016,CF,737-800,Sep,2010,East Asia,3,3,
China,Xiamen Airlines,2017,GE,787-9,Sep,2015,East Asia,1,1,
China,Xiamen Airlines,2018,GE,787-9,Sep,2015,East Asia,1,1,
China,Xiamen Airlines,1992,RR,757-200,Oct,1989,East Asia,1,1,
China,Xiamen Airlines,1993,RR,757-200,Oct,1989,East Asia,2,2,
China,Xiamen Airlines,1998,CF,737-700,Oct,1997,East Asia,4,4,
China,Xiamen Airlines,2004,RR,757-200,Nov,2003,East Asia,2,2,
China,Xiamen Airlines,2005,CF,737-700,Nov,2003,East Asia,5,5,
China,Xiamen Airlines,2018,CF,737 MAX,Nov,2014,East Asia,5,5,
China,Xiamen Airlines,,NS,787-8,Dec,2005,East Asia,0,3,
China,Xiamen Airlines,1988,PW,737-200,Dec,1987,East Asia,1,1,
China,Xiamen Airlines,2006,CF,737-800,Dec,2005,East Asia,4,4,
China,Xiamen Airlines,2007,CF,737-800,Dec,2005,East Asia,6,6,
China,Xiamen Airlines,2010,CF,737-800,Dec,2006,East Asia,6,6,
China,Xiamen Airlines,2016,CF,737-800,Dec,2013,East Asia,11,11,
China,Xiamen Airlines,2017,CF,737-800,Dec,2013,East Asia,16,16,
China,Xiamen Airlines,2018,CF,737 MAX,Dec,2013,East Asia,4,4,
China,Xiamen Airlines,2018,CF,737-800,Dec,2013,East Asia,4,4,
China,Xiamen Airlines,2019,CF,737 MAX,Dec,2013,East Asia,1,1,
China,Zhongyuan Airlines,1994,CF,737-300,Apr,1993,East Asia,3,3,
China,Zhongyuan Airlines,1999,CF,737-300,Oct,1997,East Asia,2,2,
Colombia,Avianca,1967,PW,727,Jan,1966,South America,1,1,
Colombia,Avianca,1967,PW,727,Jan,1967,South America,2,2,
Colombia,Avianca,1968,PW,707/720,Jan,1967,South America,1,1,
Colombia,Avianca,1968,PW,737-100,Jan,1967,South America,2,2,
Colombia,Avianca,1966,PW,727,Apr,1965,South America,1,1,
Colombia,Avianca,1965,PW,707/720,May,1964,South America,1,1,
Colombia,Avianca,1961,PW,707/720,Jun,1960,South America,2,2,
Colombia,Avianca,1970,PW,707/720,Jul,1969,South America,1,1,
Colombia,Avianca,2018,RR,787-8,Jul,2017,South America,1,1,
Colombia,Avianca,,RR,787-9,Sep,2012,South America,0,2,2
Colombia,Avianca,1978,PW,727,Sep,1978,South America,2,2,
Colombia,Avianca,1990,PW,767-200ER,Sep,1988,South America,2,2,
Colombia,Avianca,2019,RR,787-9,Sep,2012,South America,1,1,
Colombia,Avianca,2014,RR,787-8,Oct,2006,South America,4,4,
Colombia,Avianca,2015,RR,787-8,Oct,2006,South America,3,3,
Colombia,Avianca,2016,RR,787-8,Oct,2006,South America,3,3,
Colombia,Avianca,2017,RR,787-8,Nov,2007,South America,2,2,
Colombia,Avianca,,PW,767-200,Dec,1980,South America,0,3,
Colombia,Avianca,1979,PW,747-200,Dec,1977,South America,1,1,
Colombia,Avianca,1980,PW,727,Dec,1979,South America,2,2,
Colombia,Avianca,1981,PW,727,Dec,1979,South America,1,1,
"Congo, Republic of the",ECAir,,RR,787-8,Jan,2008,Africa,0,1,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,,NS,747-100,Feb,1973,Africa,0,1,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,,NS,MD-11,Feb,1989,Africa,0,2,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,,NS,MD-80,Feb,1989,Africa,0,3,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,1973,GE,DC-10,Feb,1973,Africa,1,1,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,1973,PW,737-200,Feb,1973,Africa,1,1,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,1974,GE,DC-10,Feb,1973,Africa,1,1,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,1974,PW,737-200,Feb,1973,Africa,2,2,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,1971,PW,DC-8,Jul,1970,Africa,1,1,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,,PW,DC-8,Aug,1968,Africa,0,2,
"Congo, the Democratic Republic",Lignes Aeriennes de Congolaise,1970,PW,DC-8,Aug,1969,Africa,1,1,
Costa Rica,Avianca Costa Rica,,NS,757-200,Apr,1982,Central America and Mexico,0,2,
Costa Rica,Avianca Costa Rica,1979,PW,727,Aug,1978,Central America and Mexico,1,1,
Costa Rica,Avianca Costa Rica,1980,PW,727,Aug,1978,Central America and Mexico,1,1,
Côte d’Ivoire,Air Afrique,1980,PW,747-200,Apr,1979,Africa,1,1,
Côte d’Ivoire,Air Afrique,1966,PW,DC-8,Jun,1965,Africa,1,1,
Côte d’Ivoire,Air Afrique,1970,PW,DC-8,Jul,1968,Africa,1,1,
Côte d’Ivoire,Air Afrique,1979,GE,DC-10,Jul,1976,Africa,1,1,
Côte d’Ivoire,Air Afrique,,NS,DC-10,Aug,1970,Africa,0,1,
Côte d’Ivoire,Air Afrique,1963,PW,DC-8,Dec,1962,Africa,1,1,
Côte d’Ivoire,Air Afrique,1964,PW,DC-8,Dec,1962,Africa,1,1,
Côte d’Ivoire,Air Afrique,1973,GE,DC-10,Dec,1969,Africa,1,1,
Côte d’Ivoire,Air Afrique,1975,GE,DC-10,Dec,1969,Africa,1,1,
Cyprus,Skyways Leasing,2017,CF,737-800,Jul,2007,Europe,1,1,
Cyprus,Skyways Leasing,2017,CF,737-800,Dec,2010,Europe,1,1,
Czech Republic,CSA,2000,CF,737-400,Jan,1999,Europe,2,2,
Czech Republic,CSA,1992,CF,737-500,Mar,1992,Europe,5,5,
Czech Republic,CSA,1998,CF,737-400,Mar,1998,Europe,1,1,
Czech Republic,CSA,1999,CF,737-400,Mar,1998,Europe,1,1,
Czech Republic,CSA,1999,CF,737-500,Mar,1998,Europe,1,1,
Czech Republic,CSA,1997,CF,737-500,Apr,1996,Europe,3,3,
Czech Republic,CSA,1998,CF,737-400,Dec,1996,Europe,1,1,
Czech Republic,CSA,1998,CF,737-500,Dec,1996,Europe,1,1,
Czech Republic,"Smartwings, a.s.",,NS,787-8,Mar,2007,Europe,0,1,
Czech Republic,"Smartwings, a.s.",,CF,737 MAX,Aug,2013,Europe,0,2,
Czech Republic,"Smartwings, a.s.",2018,CF,737 MAX,Aug,2013,Europe,1,1,
Czech Republic,"Smartwings, a.s.",2010,CF,737-800,Sep,2006,Europe,2,2,
Czech Republic,"Smartwings, a.s.",,CF,737 MAX,Dec,2016,Europe,0,5,
Denmark,A/S Maersk Aviation Holding,,GE,777F,Oct,2021,Europe,0,2,2
Denmark,Maersk Air,1976,PW,737-200,Jan,1976,Europe,2,2,
Denmark,Maersk Air,1989,CF,737-300,Jan,1989,Europe,1,1,
Denmark,Maersk Air,1990,CF,737-300,Jan,1989,Europe,2,2,
Denmark,Maersk Air,1980,PW,737-200,Feb,1980,Europe,3,3,
Denmark,Maersk Air,1987,CF,737-300,Feb,1986,Europe,2,2,
Denmark,Maersk Air,2001,CF,737-700,Feb,2000,Europe,2,2,
Denmark,Maersk Air,2002,CF,737-700,Feb,2001,Europe,2,2,
Denmark,Maersk Air,1979,PW,737-200,Mar,1978,Europe,2,2,
Denmark,Maersk Air,1981,PW,737-200,Mar,1981,Europe,3,3,
Denmark,Maersk Air,1992,CF,737-300,Mar,1992,Europe,2,2,
Denmark,Maersk Air,1991,CF,737-300,Apr,1990,Europe,3,3,
Denmark,Maersk Air,1991,CF,737-500,Apr,1990,Europe,1,1,
Denmark,Maersk Air,1998,CF,737-500,Apr,1997,Europe,2,2,
Denmark,Maersk Air,1985,CF,737-300,May,1984,Europe,2,2,
Denmark,Maersk Air,1990,CF,737-500,May,1987,Europe,3,3,
Denmark,Maersk Air,1992,CF,737-300,May,1992,Europe,1,1,
Denmark,Maersk Air,1996,CF,737-500,May,1995,Europe,6,6,
Denmark,Maersk Air,1978,PW,737-200,Jun,1977,Europe,1,1,
Denmark,Maersk Air,1990,CF,737-500,Jun,1989,Europe,1,1,
Denmark,Maersk Air,1992,CF,737-300,Jun,1992,Europe,1,1,
Denmark,Maersk Air,1994,CF,737-300,Jun,1993,Europe,2,2,
Denmark,Maersk Air,1995,CF,737-300,Jun,1994,Europe,2,2,
Denmark,Maersk Air,1997,CF,737-500,Jun,1996,Europe,2,2,
Denmark,Maersk Air,1998,CF,737-700,Jun,1994,Europe,4,4,
Denmark,Maersk Air,1999,CF,737-700,Jun,1994,Europe,2,2,
Denmark,Maersk Air,1997,CF,737-500,Sep,1996,Europe,1,1,
Denmark,Maersk Air,1998,CF,737-500,Sep,1996,Europe,2,2,
Denmark,Maersk Air,1988,CF,737-300,Oct,1987,Europe,3,3,
Denmark,Maersk Air,1999,CF,737-700,Oct,1999,Europe,1,1,
Denmark,Maersk Air,1979,PW,737-200,Dec,1978,Europe,3,3,
Denmark,Maersk Air,1995,CF,737-300,Dec,1993,Europe,2,2,
Denmark,Maersk Air,2000,CF,737-700,Dec,1999,Europe,1,1,
Denmark,Sterling Air A/S,1978,PW,727,Jan,1978,Europe,1,1,
Denmark,Sterling Air A/S,1990,RR,757-200,Jan,1989,Europe,1,1,
Denmark,Sterling Air A/S,1991,RR,757-200,Jan,1989,Europe,2,2,
Denmark,Sterling Air A/S,1977,PW,727,Feb,1977,Europe,1,1,
Denmark,Sterling Air A/S,1980,PW,727,Mar,1979,Europe,2,2,
Denmark,Sterling Air A/S,1973,PW,727,May,1972,Europe,3,3,
Denmark,Sterling Air A/S,1981,PW,727,Dec,1979,Europe,1,1,
Dominican Republic,ARAJET S.A.,,CF,737 MAX,Jan,2022,Caribbean,0,20,20
Dominican Republic,Dominicana Airlines,1975,PW,727,Apr,1975,Caribbean,1,1,
Dominican Republic,Dominicana Airlines,1972,PW,727,May,1972,Caribbean,1,1,
Dominican Republic,Dominicana Airlines,1969,PW,DC-9,Sep,1968,Caribbean,1,1,
Dominican Republic,Dominicana Airlines,,PW,727,Dec,1972,Caribbean,0,1,
Ecuador,TAME,1980,PW,727,Sep,1980,South America,1,1,
Ecuador,TAME,1981,PW,737-200,Oct,1981,South America,1,1,
Egypt,AMC Airlines,,NS,MD-90,Mar,1997,Africa,0,1,
Egypt,AMC Airlines,1997,RR,MD-90,Mar,1997,Africa,1,1,
Egypt,EgyptAir,1984,PW,767-200ER,Jan,1984,Africa,3,3,
Egypt,EgyptAir,2016,CF,737-800,Feb,2016,Africa,1,1,
Egypt,EgyptAir,2017,CF,737-800,Apr,2016,Africa,8,8,
Egypt,EgyptAir,,NS,DC-10,May,1979,Africa,0,4,
Egypt,EgyptAir,1968,PW,707/720,Jun,1966,Africa,1,1,
Egypt,EgyptAir,1969,PW,707/720,Jun,1966,Africa,1,1,
Egypt,EgyptAir,1970,PW,707/720,Jun,1966,Africa,1,1,
Egypt,EgyptAir,1976,PW,737-200,Jun,1975,Africa,7,7,
Egypt,EgyptAir,1988,PW,747-300,Jun,1987,Africa,2,2,
Egypt,EgyptAir,1970,PW,707/720,Jul,1969,Africa,1,1,
Egypt,EgyptAir,2001,PW,777-200ER,Jul,2000,Africa,2,2,
Egypt,EgyptAir,2006,CF,737-800,Jul,2005,Africa,2,2,
Egypt,EgyptAir,2007,CF,737-800,Jul,2005,Africa,2,2,
Egypt,EgyptAir,2008,CF,737-800,Jul,2005,Africa,1,1,
Egypt,EgyptAir,2009,CF,737-800,Jul,2005,Africa,1,1,
Egypt,EgyptAir,2010,CF,737-800,Jul,2009,Africa,4,4,
Egypt,EgyptAir,2011,CF,737-800,Jul,2009,Africa,1,1,
Egypt,EgyptAir,2012,CF,737-800,Jul,2009,Africa,3,3,
Egypt,EgyptAir,,GE,777-300ER,Aug,2008,Africa,0,2,
Egypt,EgyptAir,1997,PW,777-200ER,Aug,1995,Africa,3,3,
Egypt,EgyptAir,1974,PW,707/720,Sep,1973,Africa,1,1,
Egypt,EgyptAir,2009,CF,737-800,Sep,2006,Africa,6,6,
Egypt,EgyptAir,1973,PW,707/720,Oct,1972,Africa,4,4,
Egypt,EgyptAir,1989,PW,767-300ER,Oct,1988,Africa,2,2,
Egypt,EgyptAir,1991,CF,737-500,Nov,1990,Africa,3,3,
Egypt,EgyptAir,1992,CF,737-500,Nov,1990,Africa,2,2,
Egypt,EgyptAir,,NS,DC-9,Dec,1974,Africa,0,6,
Egypt,Government of Egypt,1976,PW,737-200,Jun,1975,Africa,1,1,
Egypt,Government of Egypt,1974,PW,707/720,Sep,1973,Africa,1,1,
Egypt,Midwest Airlines (Egypt),,CF,737-800,Aug,2010,Africa,0,1,
Egypt,Shorouk Air,,NS,757-200,Nov,1992,Africa,0,2,
Egypt,Shorouk Air,,NS,757-200PF,Nov,1992,Africa,0,2,
Egypt,ZAS Airlines,,NS,MD-80,Apr,1988,Africa,0,2,
El Salvador,Avianca El Salvador,1986,GE,767-200,May,1986,Central America and Mexico,1,1,
